SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND,state,latitude,longitude,elevation_m,slope_degree,aspect_degree,soil_moisture_pct,ndvi,soil_type,historical_landslides,distance_to_road_km,distance_to_river_km,land_cover,landslide_risk_label
Assam & Meghalaya,1912.162623875233,9.730815308030486,55.49090318211006,127.4574463231869,305.4831535317875,246.5970699240708,484.2963636737355,566.0429645880497,453.66043954974384,239.59015664314492,185.98034755261872,68.9401158336872,10.527246225958969,2709.465131323144,68.26466939201798,671.4278717379386,1732.4905457439347,256.8225642737033,Assam,26.65506,92.75716,548.3,29.12,269.05,100.0,0.877,Alluvial,3,2.712,1.338,Forest,1
Assam & Meghalaya,1931.202011346253,17.389588589396148,40.97559350980266,101.00206872916114,206.7957444506237,209.49569173395253,681.3574538814825,282.6497087919926,422.9916660920952,301.74446983161283,149.2999324797674,114.76817593612608,5.004209995311249,2539.9461600740506,58.45383264875256,500.3308811080516,1715.6849159768328,273.36417005145125,Manipur,23.66362,92.54676,2046.9,14.0,152.29,25.94,0.414,Sandy Loam,0,1.02,1.078,Forest,0
Arunachal Pradesh,1982.9118296844708,65.51286906892226,170.29622295743422,213.68544954891823,353.0071265396613,304.34347116364194,537.745284938584,548.5016600018602,383.6747065893866,470.0194263240576,192.1544677533028,12.848705583612713,40.99541720986308,3324.4548496864622,236.40434948365728,865.3553362893534,1984.2200928482027,252.4631154102435,Meghalaya,24.26282,91.06383,871.7,47.86,132.06,68.74,0.317,Sandy Loam,3,2.294,0.289,Forest,1
Assam & Meghalaya,1992.032249508436,14.864221501646652,44.60606201746875,65.39835786920936,119.14005467976158,289.885955166207,453.6259441752838,493.8795603924213,336.69820092693004,299.1810261332623,121.37356084025303,14.051203667364774,12.674927702314386,2253.542679992521,60.867473868835056,458.7304752313669,1531.1609705303729,151.39725237961025,Mizoram,23.30139,93.98393,1120.7,10.54,45.83,54.88,0.535,Alluvial,0,2.36,0.766,Built-up,1
Assam & Meghalaya,1984.6699496795875,16.71954801237122,40.48259959983921,91.450555337261,168.56062803890285,279.2241536568935,353.64224776894537,591.5866578778134,451.60480550681535,446.9678544366975,155.9754812211192,5.036483614021946,23.84279114758757,2647.6076425813085,55.23265731877379,529.4356549497555,1829.089924246936,189.2262202869778,Nagaland,25.20673,93.95576,1017.6,12.08,203.18,43.18,0.619,Mountain Soil,0,1.821,0.927,Agriculture,0
Assam & Meghalaya,1972.573285312193,35.377448020200475,19.53518508781705,37.9638024718514,139.90650975224213,230.9304993654912,446.0259761531456,409.9948395744632,471.10806240270347,224.4384562456802,196.5181079024759,79.05834300401577,12.489557724426954,2306.0509748142917,56.77174020563687,411.9376869647659,1554.7928402075947,289.20535877380604,Sikkim,26.63061,89.83523,3444.1,21.84,209.88,50.8,0.403,Sandy Loam,0,1.286,2.686,Agriculture,1
Assam & Meghalaya,1949.9920693719723,20.375428070480247,51.11996907245435,95.95105355353344,111.79061415769546,283.25216896209054,567.4352326705887,379.483318769963,491.9466661123352,194.55969791842531,134.7635898224594,48.273606481247725,3.576197408483148,2420.7682735928056,70.6259937318168,501.3862497290865,1618.901576555253,194.3962227754626,Tripura,24.48298,91.41292,789.3,17.06,301.03,48.25,0.522,Laterite,1,3.114,1.719,Forest,1
Arunachal Pradesh,1996.5600496825973,24.982094488782668,68.81956019538303,158.38924472887507,95.96372261680104,204.84141376584265,549.7094886753828,384.43093592233487,232.9588088703845,408.4403342707682,60.58340539049696,45.75140927244811,27.141925638383967,2280.1384762306075,93.88657824234424,472.2810161609726,1572.406434333864,130.66121834039703,Arunachal Pradesh,28.1806,92.12301,3128.2,13.49,166.4,83.2,0.698,Clay,2,0.791,0.534,Built-up,0
Assam & Meghalaya,2011.4192953525944,0.5293226087320748,2.736821625606072,101.6442527301072,392.7337794223119,394.71971182975045,579.330928238895,422.0041749579583,391.8683236733745,309.9362068740803,117.53985597726226,10.936513107939172,7.607162541928946,2717.084194647592,3.998471999473929,879.375775168731,1701.5620120836377,143.59154024430663,Assam,24.93926,92.9615,579.2,11.53,331.93,60.47,0.274,Mountain Soil,1,2.256,1.546,Forest,0
Arunachal Pradesh,1937.7764151382996,19.09661395094112,103.88257959555436,86.85105031036463,260.98034859817375,402.7544570225661,463.0758022282122,614.9920237305341,818.6175206442234,352.1834200550614,240.5501305662027,16.847006266883547,17.162520594730573,3395.7993677895247,123.74162321645665,763.0515391203497,2248.333118873972,271.80050291959606,Manipur,25.00224,95.17967,1985.1,8.26,245.65,63.82,0.669,Clay,0,2.946,0.832,Agriculture,1
Assam & Meghalaya,1967.3061174955565,10.957508351704154,38.71183484457785,107.79496695598542,113.65278220825886,286.78907874692334,389.5220730074619,498.98610589976255,259.82948610988245,291.3231645829269,100.05463312631645,15.072315396095911,3.80451121615897,2124.5428562901766,48.260776926656845,501.94319262895016,1433.1714080738525,117.80545522433133,Meghalaya,25.19762,91.63781,1299.8,15.45,149.6,68.9,0.754,Mountain Soil,1,1.308,2.474,Forest,0
Arunachal Pradesh,2016.6877797187865,7.1350758372697305,87.36611411322426,222.2256505967468,347.20863813937086,259.474268830108,377.81062012794087,444.7401653883607,461.10694529293016,323.6935162735318,235.31387497614995,9.485323738745487,3.4569413361399017,2750.058182244187,93.91292709545364,821.3009734269992,1572.2293583255869,238.88914389006487,Mizoram,22.09374,92.81663,1359.0,52.76,107.82,39.79,0.771,Alluvial,4,1.102,1.03,Forest,0
Assam & Meghalaya,2009.3217495482077,7.540439307911103,8.89153605380432,45.36188442213858,133.6709889982967,247.54487554502083,316.3669396547838,431.7699033360812,537.1249968515501,193.6504867118454,134.42756938029922,8.379721482400939,4.904151713411542,2098.663496710955,18.93079512758338,438.335951734467,1479.1871957706403,148.001668648198,Nagaland,26.09837,93.84963,879.1,22.69,120.53,45.75,0.483,Silty,1,0.866,0.832,Agriculture,0
Arunachal Pradesh,1922.978942540836,8.39765167196234,161.11015717906494,32.047642565836114,236.51460474344984,439.5339162965978,414.9626676510485,1279.5367124202492,247.6594324104142,620.9461538128487,58.26271948421211,8.389887198688823,3.4961209964737137,3478.0899428339926,170.90252742839075,732.0701717768918,2564.33213573397,63.90293732336841,Sikkim,28.25744,88.43435,3673.3,9.37,232.65,60.25,0.76,Alluvial,1,1.337,1.905,Forest,0
Assam & Meghalaya,1990.3555842210887,14.375816943254778,30.661377814258717,61.59277077055765,177.01930354983546,490.7690317916181,514.8965599769974,451.8480729405261,383.12038333418303,440.4416265361437,221.54058545986783,9.804673388448274,40.61749037891492,2850.519058937021,42.60927910627534,740.3451796938456,1780.938929486593,276.1684414098155,Tripura,22.53666,90.97769,90.2,18.19,32.8,65.66,0.453,Sandy Loam,0,0.89,0.318,Forest,1
Assam & Meghalaya,1976.12517256308,6.1273212484620405,35.85930685998408,92.02487432723288,137.9332719743177,177.9578116025053,500.97586343119934,404.4668864235109,366.5066215523986,154.08810556789436,59.50203153742002,23.390652516011,3.179107226576968,2016.0374759778,43.2410147492264,414.926307195712,1421.8977047778749,98.6238169498772,Arunachal Pradesh,26.11277,93.18549,2863.1,11.8,82.74,31.18,0.471,Sandy Loam,1,2.341,3.459,Agriculture,1
Arunachal Pradesh,1932.2574644185324,70.3339574652593,113.17274086141592,102.85959393877978,278.8708558394623,660.967122318237,1068.1521452672516,531.629159560246,919.4657953425484,682.52830005863,156.2919193312856,230.55751354333836,60.19674049113269,4838.677927808695,179.08342933937686,1055.0211208797516,3181.53765008458,445.2020305319881,Assam,26.47777,93.1172,141.0,11.34,214.07,86.96,0.52,Loamy,0,1.508,0.844,Forest,0
Arunachal Pradesh,1931.6358624088043,69.93076237096683,113.02409406690266,106.3305162273861,280.9330161539093,658.2666314673714,1061.867413951412,527.4324421423295,914.7904784752748,684.5867480707291,152.48729608070445,232.25662303566813,59.79511818068472,4876.210335189094,181.9759332683685,1050.4286069947464,3159.4625916612217,442.86223732069146,Manipur,24.75063,93.12302,1133.4,34.82,163.4,58.53,0.58,Loamy,0,1.026,0.31,Agriculture,1
Arunachal Pradesh,2008.8767214545755,74.88302163514686,39.18290636511246,126.24651237643586,193.25020175555008,179.80221170008562,431.0748197986108,457.0467292744843,446.1356573562739,191.2850506585335,109.93294207001487,2.399570365252771,2.733242444030123,2223.74281722618,115.8740960485282,508.7485120407864,1497.545190658126,122.99689330443223,Meghalaya,24.32291,91.13859,1008.8,30.66,131.22,34.32,0.785,Silty,0,1.657,1.931,Barren,1
Assam & Meghalaya,1943.2501824454996,6.991423206488641,24.994792147228964,127.60555649491047,235.4910283817096,456.93309192790207,627.8399151528938,333.2947734038448,322.4983710250088,465.58566099638085,40.170614370024296,28.439638777802426,0.7231754266936526,2680.4839578413967,34.169533995445306,846.8042153813208,1743.6154644624405,66.16831875572171,Mizoram,23.93828,93.97923,871.0,43.92,298.3,28.92,0.725,Loamy,2,1.257,1.713,Forest,0
Assam & Meghalaya,1946.9408120697249,-0.2789807386177346,18.933912684182012,103.73635204503992,177.95029108668828,335.1288508721762,570.6464786548188,553.0900617866771,296.8475591968051,267.58476951554366,344.9318941077479,9.1377790060057,1.3520761497344818,2658.6758049378523,21.720479732844183,617.8298838804421,1708.7170603169918,357.34553951439773,Nagaland,26.6539,94.0406,2102.3,29.97,235.13,70.82,0.41,Sandy Loam,2,1.066,0.376,Forest,1
Assam & Meghalaya,1966.7320358458924,11.620491152216031,36.46262408212719,104.92545484748096,115.18333806729694,294.7614740616696,395.6968390670168,493.14685319685714,257.06142906491004,305.8531522932939,98.95564475603062,14.118585444241836,4.488149867672332,2157.1648830746585,46.1885409595657,512.5658719544926,1446.964134926144,113.6475410790714,Sikkim,27.70263,88.51645,4253.6,27.71,57.92,49.28,0.485,Loamy,1,1.57,0.198,Agriculture,1
Arunachal Pradesh,1999.733155670283,8.452584694018007,4.838783167161513,39.157796662038486,164.04115857750804,339.60077842155204,454.50006185449786,376.41682536320405,436.0483106975811,248.0001548422663,207.07187662383436,26.507885776891705,4.955492581980354,2329.636816092623,14.390163393540805,532.9422314145698,1531.693697242736,244.8079167401839,Tripura,24.9398,90.8399,575.0,39.98,65.07,50.6,0.658,Mountain Soil,2,2.186,0.278,Built-up,0
Arunachal Pradesh,1996.075623464395,35.9894706556616,56.89427034759789,163.77329686499806,170.54544489185173,392.0642077019883,317.0663436256372,588.1171809418703,367.1587212533151,194.4113522590192,216.86332419659152,9.135208010702984,1.8579695051748024,2467.339481652674,91.2869534326949,738.5814012072975,1494.8008112593473,225.38326913128,Arunachal Pradesh,25.91503,92.6942,1539.8,18.64,105.01,75.01,0.872,Loamy,0,3.777,1.411,Forest,1
Assam & Meghalaya,1972.8013119947043,32.72623457128678,14.086695316403222,78.90842845059586,258.70187224962257,375.5977563902018,628.0098821504065,788.7216953295899,512.9371380998455,426.8318768190047,271.5796806380626,28.63804035896808,2.4127559531192477,3409.2359587275123,43.88483905662047,699.3295223172405,2341.075129155441,300.6354032714804,Assam,25.66891,94.09258,628.5,26.14,177.95,41.35,0.684,Sandy Loam,2,2.721,0.591,Agriculture,0
Arunachal Pradesh,1921.6525553396912,78.39324170653109,56.423233289379056,180.72807170215893,356.01107549446687,588.9707356046538,1235.0684781216864,1426.3319828049912,888.0089232524273,603.6999800587975,247.25169684458567,4.81897909164115,16.36639778907148,5696.123439441379,138.3292965352094,1127.0192942186843,4177.171367551731,264.94992069963354,Manipur,23.81841,93.07622,2367.2,38.65,310.31,54.11,0.374,Clay,3,1.467,2.028,Built-up,0
Assam & Meghalaya,1964.1417493953024,9.0562709038057,23.680979577738164,78.07873537712686,264.4247541603604,301.77839421576334,546.8174023813614,598.5467413034868,334.82437293839007,337.19377813833205,204.4818784495189,7.81883373747933,12.39203010203066,2739.9885822471238,32.09423110681469,644.4212129916307,1811.0698263037327,229.0987397694901,Meghalaya,24.78839,92.06537,506.6,16.57,74.59,9.99,0.427,Clay,0,0.579,0.559,Forest,1
Assam & Meghalaya,1913.515771797086,75.12546230286894,15.702845063342265,95.52636441468884,231.18444040107985,434.41241408236135,545.0549777223739,615.410977386485,412.5774959037398,394.1104598561664,259.7351319321282,24.677161040153727,2.045909202051356,3142.092207759047,96.05561252735954,752.3093847731446,1914.1894966952088,283.92783744295843,Mizoram,22.71742,91.63402,650.7,10.18,204.16,29.95,0.473,Clay,1,2.962,0.773,Forest,0
Arunachal Pradesh,1930.4135697259608,144.94821296273503,56.64602297553428,124.48807182563488,489.7234844152,614.3108005421611,857.5743828730671,623.1101553018093,671.1722408709702,376.2731938009786,187.6290299851852,62.98460580086255,109.7195998441786,4301.857917738058,203.05960888450247,1236.876822721821,2533.437502383012,361.2801512590046,Nagaland,25.71683,94.70828,2105.6,12.8,58.77,67.92,0.752,Silty,3,1.798,1.275,Forest,0
Arunachal Pradesh,1990.6898239426769,54.57975448673817,113.8576436073574,150.3764450390598,288.5954593033608,372.1338114151115,852.7011947227785,543.4427198224553,352.57271722020494,623.4909537927301,243.98498863333373,1.6895837840532124,20.845329229496794,3613.977444684995,166.58852345175063,815.5389684066835,2402.307228922781,260.87900324864574,Sikkim,27.38183,87.38425,1375.3,28.89,16.42,32.19,0.535,Mountain Soil,1,0.784,1.47,Grassland,0
Assam & Meghalaya,1990.2416982910308,20.846518506181056,49.11814578635663,99.51535108214406,339.60737393587846,301.28967834605254,508.617759858053,451.071367589196,345.11459393223623,437.6043942746371,203.6547941493083,6.849062684810903,6.50743708795298,2702.5725907748338,64.59981113539187,730.430196536415,1719.89116204484,217.7086993808266,Tripura,22.97245,92.63175,743.2,37.38,92.37,86.74,0.679,Laterite,4,2.119,0.952,Forest,1
Assam & Meghalaya,1944.1588124960483,39.71515469534789,22.05848108081977,58.44698179345287,137.43957651070187,521.5802476124054,496.5954454867865,374.9023220470912,302.83826996049214,458.77728215127735,90.11634543824997,6.57031041773829,9.402323037169392,2557.862403051012,62.24264875795077,721.1123627585254,1633.8969591707487,108.40085452457424,Arunachal Pradesh,27.29075,93.04292,1548.2,33.3,83.6,38.77,0.444,Laterite,0,0.695,0.337,Agriculture,0
Arunachal Pradesh,1971.02640957766,39.03009427782896,113.78142966399184,109.76135862536178,230.37814290102375,298.4365200678732,316.215113826662,443.169750989958,262.70938302943455,340.291301201457,81.35739361960484,26.533490282217397,21.19537527962211,2240.6360098110763,152.0235955504103,629.2188488751096,1351.763435480568,131.18732164019482,Assam,27.41889,93.94179,788.3,7.26,30.65,37.02,0.598,Loamy,2,2.71,1.28,Agriculture,1
Arunachal Pradesh,1940.3131621168409,15.188352073296432,166.75232182836766,277.41943684447625,272.85778017731724,613.7175123240787,1185.118448979459,464.6243225574265,442.9121038105637,352.734010985655,5.408607307018759,31.569049938425977,0.1130776357318675,3806.0244763086553,176.6358739040408,1174.9162525030515,2406.081707697393,46.63018976839728,Manipur,24.0037,92.64388,978.8,11.57,345.54,84.42,0.896,Mountain Soil,1,0.378,1.407,Agriculture,1
Arunachal Pradesh,1927.1536074920664,50.08283382158127,40.73223926010135,120.56167942016448,119.46414431578818,440.6020203563597,1172.1349559212158,990.9485473707232,978.7766849745118,704.9797187102128,629.0748577888495,24.533985076827665,2.3981206435411933,5272.590772448179,89.39091313884832,683.3554978349355,3898.2192529897534,662.3679260268402,Meghalaya,25.71724,91.18567,606.3,42.56,287.73,47.12,0.715,Silty,1,4.19,1.114,Barren,1
Assam & Meghalaya,1959.953713936099,0.2845765084041901,12.658021999123724,36.84256693639086,46.33483428780881,312.182139279855,456.3753914977805,559.9378487032712,346.56792076098657,480.00839065078486,58.02209990243248,30.236264818122923,4.338340798836031,2354.077722759705,12.804981119377238,396.1956738514828,1811.0816231454476,92.7296771059478,Mizoram,22.70897,92.63635,494.8,30.15,321.03,61.65,0.445,Clay,2,1.0,1.786,Forest,0
Assam & Meghalaya,1961.9576023541692,9.62186141320189,20.05695414012177,82.86806473610947,270.2570817398148,295.57141998083483,544.8917821698133,607.9212057321384,343.2762459240236,323.37727555401943,206.3163432927608,8.405274829747965,12.258015371692284,2704.227370911316,33.44987393775536,647.5853341976334,1835.538571931564,226.1053890505868,Nagaland,25.36128,95.17017,774.6,12.82,256.9,61.17,0.653,Laterite,1,0.422,0.538,Forest,1
Arunachal Pradesh,1977.4720015158975,37.7030267544877,82.67029175397144,148.15457341757124,220.8183434188892,349.06474355017923,574.3665173669883,344.37024079122205,178.73605756895284,310.9765570943104,134.52317416047958,145.92214908409747,2.267977958461397,2573.859623677012,117.017722940704,707.3799536516874,1416.6994546634105,281.700302227922,Sikkim,28.55503,87.07707,4544.6,7.54,189.66,54.73,0.753,Alluvial,1,1.846,0.485,Agriculture,0
Arunachal Pradesh,1920.759812471245,79.68476271305188,56.73072869796549,181.2323014089208,361.9154610422664,603.2832712098927,1237.066789638871,1440.8167432441153,885.9097244589842,607.1971184784486,248.99726377371496,3.804361573722293,16.319268144307173,5685.442676943645,130.1887305859639,1131.8661889076463,4144.684992744727,265.7498218453966,Tripura,24.10813,91.57148,314.6,14.39,109.71,77.65,0.95,Loamy,0,0.934,1.437,Grassland,0
Assam & Meghalaya,1997.7910337317185,12.29031179954852,32.22247542100666,137.45888895916113,186.78211242274628,244.98261507047857,585.6600503996742,602.6708381444649,545.6920069650611,214.72714297076288,188.50994370076344,47.82506508622455,1.5746506625502343,2833.640651320677,42.81967845982208,574.5169527579084,1926.9017762656235,244.1714812723344,Arunachal Pradesh,26.16603,94.89835,2094.6,6.97,338.52,65.88,0.364,Loamy,1,0.838,3.341,Grassland,1
Assam & Meghalaya,2014.3581203955123,14.188229340516424,16.79886349475092,37.13974191845446,250.23434269847408,338.6375116112404,555.2204421977061,288.97197476429653,593.32057012376,277.36157745350545,66.0399763181551,12.789073417925728,15.722032039081627,2446.353793168128,27.977230662765816,615.9418213735638,1743.5592944016353,88.19167478829551,Assam,26.29879,92.47619,230.2,5.84,81.0,64.61,0.555,Clay,0,1.998,1.068,Forest,0
Arunachal Pradesh,1975.6687276187483,9.302484551668226,112.94982199645062,165.60770108220063,228.8066743453732,210.67318464478208,506.0533201918244,376.6987569387041,357.7500170827882,185.0114668354333,139.49816054331552,87.96670282539785,45.30461723115323,2498.982360284605,118.89340915899804,610.1105705962078,1413.126165054611,278.2656202032772,Manipur,25.33196,94.03484,717.7,31.16,142.93,55.81,0.572,Sandy Loam,0,2.839,0.238,Grassland,1
Arunachal Pradesh,1968.6721971100997,13.794788601283813,45.645296988692,147.04538451854077,97.81445836095912,163.6255975562038,261.14909903911087,431.3678763675338,222.6905232624386,202.12052378793112,60.74510978801307,10.292743114884876,12.560773439568855,1667.3712672041474,57.65487972042462,411.2008150996581,1126.784543393752,75.56775761441939,Meghalaya,24.84131,90.78242,1434.9,14.39,146.45,81.18,0.747,Loamy,1,3.342,1.375,Forest,0
Assam & Meghalaya,1952.642288642207,3.747608192219772,12.321119901246124,109.63913723545484,155.7610528375211,464.88678952879553,409.62675384861313,580.8315078478365,472.5029583134482,333.3265824676264,277.47808101599645,42.30146044046581,2.4351595840063305,2850.042174639241,15.920641919975804,726.3194453605946,1786.7556191640608,326.1216851361933,Mizoram,24.09047,91.94327,679.8,7.91,177.62,27.08,0.585,Clay,0,2.049,0.689,Grassland,0
Assam & Meghalaya,1962.4565017145312,4.914268635407296,6.9825536846416965,54.54855135587573,183.02959722168896,288.32877663426234,598.2893533042786,562.287145109358,430.92616177366375,209.4547014909273,141.64811662630632,28.837134636869045,6.996314778904837,2521.894081162047,9.77269223786188,532.9009347287582,1810.611718186693,176.53841726971189,Nagaland,25.60139,94.75211,1404.9,22.89,330.79,48.32,0.718,Mountain Soil,0,3.453,2.637,Grassland,1
Arunachal Pradesh,1940.933701848504,36.29994682417376,100.64852204858104,162.42960120267563,242.61496546734247,645.7578111904012,524.2492403679431,940.3269316324012,735.3946143404238,688.5922325323318,84.98830632229146,19.20915689757392,45.55938412108522,4215.327637781136,139.5676938218307,1058.4237623886866,2833.0148200111557,156.8496361437178,Sikkim,27.41799,87.69171,3991.2,2.93,144.8,77.51,0.717,Silty,1,2.461,0.609,Grassland,0
Arunachal Pradesh,1964.972535734346,37.675867930934125,120.04496368000846,104.92107327056804,256.39869076317103,308.63184407983795,407.1597253976575,309.4634937755883,347.79156107303623,167.77365199172135,47.50341718873123,72.03160428818525,3.5732847367180955,2219.9804675884666,159.52606260620306,669.9434275327276,1208.3156679092062,130.29992269446132,Tripura,24.94156,90.74545,180.8,13.21,277.27,20.97,0.576,Silty,1,0.513,0.194,Agriculture,0
Arunachal Pradesh,1919.2550742765968,12.808022477386956,196.33211584017863,606.1827880081038,365.5873443120629,174.46988746558853,845.4836624204504,532.2291965148787,892.3372441326513,388.4068943366075,100.07847636560986,-0.7875690078485243,1.0366015773891728,4111.881288095366,207.3657656774927,1164.1831497538826,2660.4830294578965,102.09986170426708,Arunachal Pradesh,27.28981,93.45925,3191.7,12.45,282.0,87.71,0.885,Alluvial,2,3.479,0.856,Forest,0
Arunachal Pradesh,1934.2539347224176,18.012499900188896,141.3945717592785,170.74057264285477,208.94615050692497,298.3353695120144,1147.0321955074778,487.41836455521553,974.2288901899896,632.3559636572178,20.15480533070613,44.71155461543567,28.946139368801223,4163.335491117249,161.19154124682643,688.7822618517832,3206.0608837147997,95.78795366999172,Assam,27.08231,93.45036,443.1,27.86,323.94,13.03,0.329,Sandy Loam,0,3.455,1.6,Forest,1
Assam & Meghalaya,1935.9802200802096,2.890585011813174,54.201372035631486,70.97016669361669,126.5374823204366,382.37612092635896,692.7339986702938,400.475120877824,576.5743692155809,334.2124361490095,30.26353902659946,19.21261159200941,2.897394930330016,2675.5734010997526,56.110244639285305,582.2475771357069,2018.9553424669032,49.2708306105755,Manipur,25.05028,93.8596,1736.6,13.12,249.98,55.63,0.658,Laterite,0,0.233,0.42,Built-up,0
Assam & Meghalaya,1998.592804260044,2.521051716688216,0.2750219143526133,39.9067641676093,151.22146534598295,465.9262755191118,441.8009185943382,607.8857589035891,486.5335046085352,201.74742160797467,211.9294682149545,14.25674011371459,2.689925266577419,2575.385270071855,-2.4127008869020368,652.1157816112343,1699.6298363513035,228.00967165870645,Meghalaya,25.05726,92.44437,1227.0,35.36,193.33,45.8,0.697,Alluvial,2,2.232,0.256,Forest,0
Arunachal Pradesh,1975.9381317428224,71.50474080870434,134.66934561178266,209.5021315295311,555.956011488238,417.4845345110524,555.9520067548386,489.1531203834321,610.0030889219478,304.426918606402,217.07002077544587,140.7672126916744,77.67672797386153,3767.146721580814,206.330644756731,1176.3451249461184,1931.114130123092,431.0463945880359,Mizoram,22.18089,93.9061,712.6,32.15,239.09,72.27,0.544,Loamy,2,3.435,3.343,Agriculture,1
Assam & Meghalaya,1992.958153363331,72.44724987340723,93.9973921830487,85.46186487702819,141.31591664045237,375.778956940828,619.6928359695986,570.1600830523535,475.688473905551,302.9378127818323,119.82717639857698,8.02582978677271,2.1361673909654457,2816.1226530863687,171.6134598514194,589.9119910308989,1987.681277239778,139.54976304448394,Nagaland,26.0986,93.96099,1991.6,11.91,5.29,49.96,0.524,Silty,0,2.505,0.263,Forest,1
Assam & Meghalaya,1947.11447083627,3.873771519183032,10.17459693459478,83.52961639943577,241.39538720213412,379.2376503234741,489.1423154207564,567.3325531850876,283.78180638926585,356.51615936726944,200.64634885695625,2.39707409389508,12.473574669984876,2606.1615082868625,12.484182023593435,712.179915459235,1722.040870791032,219.91935661678176,Sikkim,26.39703,89.43205,731.8,17.79,138.36,5.0,0.684,Sandy Loam,0,1.075,3.194,Forest,1
Assam & Meghalaya,1931.0864539051288,11.542720889065432,30.831219284547306,17.59564503994757,213.17875118458304,283.38891125615856,478.3871770185625,430.4402149873111,494.2273551499658,236.92953257117875,121.21467637535832,6.517586411382606,2.980419459867859,2339.5760459606345,39.01065848144516,516.5353102144638,1655.213708645677,132.22233885961887,Tripura,22.79559,90.96975,516.7,19.98,80.73,72.55,0.59,Laterite,1,0.913,0.85,Grassland,1
Arunachal Pradesh,1931.960475557904,69.0298705519699,110.90070333458344,103.75822045842828,282.1429423284824,664.8324226559048,1065.5690969052398,530.6350807210188,903.1011475944488,683.5060835928687,150.80517830611888,230.8447823155004,61.03579442001758,4849.054080076033,179.06538538271104,1052.6538214086088,3165.9518227813464,437.71621174795314,Arunachal Pradesh,27.11463,93.17573,4331.7,25.61,220.19,72.29,0.197,Laterite,2,1.704,1.919,Agriculture,1
Arunachal Pradesh,1929.8419506550592,144.03845153894562,59.24111867599194,122.84796114332582,494.87250346984655,611.2206216399625,853.6674180246821,613.530870883002,669.063563977332,381.6632476352263,182.2532727559044,64.23395121448084,109.49189397540933,4355.286776917681,203.95412251230775,1222.2048895347764,2521.4714801623745,354.5620743040711,Assam,26.05169,92.44623,86.1,19.05,48.1,60.05,0.752,Clay,0,1.087,1.452,Built-up,0
Assam & Meghalaya,2007.4376977643008,2.267523546097661,74.88511703104709,23.35206750249059,242.5279433324132,224.2790284169678,497.82221102531855,688.1894651745702,298.48773266396773,498.398756298429,168.1357290673393,47.4431717607363,3.815412293814549,2775.023623383325,75.04687666957577,490.106392616288,1968.162735903344,217.5428530810423,Manipur,25.90555,94.28282,860.8,20.51,147.12,50.1,0.64,Sandy Loam,1,2.348,5.746,Forest,0
Arunachal Pradesh,1930.1629272562573,48.9691546022133,41.44154592838852,117.15249351061674,125.24277681739434,430.43593611950325,1160.9105198277273,980.9547009993664,968.1056881488404,704.1598215605375,639.5946559585151,24.66234436942397,2.9622719721320623,5282.305888216306,88.14626089306519,666.2719437473718,3821.131679363966,666.2300862833188,Meghalaya,26.65207,90.48363,268.3,5.18,286.16,70.54,0.544,Alluvial,1,0.802,1.382,Agriculture,0
Assam & Meghalaya,1937.213590783034,13.73478285366227,59.41628157453079,77.08261456218223,213.1104811006387,426.5304078349647,451.8789991337209,555.4628143210117,346.612557396133,287.7997650279044,178.45451227552465,23.168620440345077,22.813684942396588,2652.807631527159,73.10752667217284,711.6724536428177,1656.0642164553396,230.08100351577264,Mizoram,23.72448,93.13187,1668.8,28.82,235.42,50.62,0.587,Loamy,0,0.395,0.92,Forest,1
Assam & Meghalaya,1930.4054828954,84.81157349629494,4.6186223313948975,85.66210811937957,318.4119109968796,576.3247069531363,649.8643409780818,390.8934354757028,340.33584757646827,295.86318322325536,203.4099954879692,18.242704397895,21.939572292019168,2969.0533060759662,90.51316976408876,978.2454238408732,1661.6193010690954,233.1518281185081,Nagaland,27.15545,95.75069,1513.4,12.31,249.15,71.82,0.757,Sandy Loam,0,0.451,4.299,Forest,1
Arunachal Pradesh,1964.716116000695,36.49193943091047,89.36960534713013,45.70848867139338,250.39527488187784,601.6472703692795,1090.0932576212444,738.6382277514548,1417.5264108756382,224.16006520572572,247.83334057346792,,,,127.03120925059928,892.7156976342819,3471.3380032673704,,Sikkim,26.53293,88.69532,893.9,17.06,189.47,64.95,0.262,Clay,0,1.609,1.352,Grassland,1
Assam & Meghalaya,1920.73542041236,4.336915637477732,52.04259901422228,229.23553811241555,182.63890014260545,286.4148286896235,532.7678762625025,318.6494338469687,523.1788969873547,382.6939112898058,125.80341063355743,4.059475686785575,1.515873526001768,2619.384702946329,55.23368712223196,695.3702895663397,1765.4126960557153,133.20239622377537,Tripura,24.48514,91.91797,870.8,9.07,125.99,74.33,0.811,Sandy Loam,3,2.025,0.763,Forest,0
Assam & Meghalaya,1944.1581800027357,38.62696473912045,20.20384060235906,63.17257288078851,138.39100274290823,520.6850101551369,491.3662906200213,390.0349274464063,303.02439073153977,453.6644167291869,88.80966033475038,6.117871235810092,9.394630843040282,2470.436177016224,60.8921902674702,713.3771432139123,1618.241106949799,107.9026575636501,Arunachal Pradesh,27.97746,92.61256,2151.0,26.39,235.86,76.19,0.721,Laterite,1,1.144,1.653,Barren,0
